,Country,MIN_AGE,MAX_AGE,NumHouseChildren,NumMaleChildrenHousehold,NumFemaleChildrenHousehold,Units,Units7,Units30,Units90,Units180,Units360,FrequencyLF,FrequencyApp,FreqGamePlay,FrequencyLF7,FrequencyApp7,FreqGamePlay7,FrequencyLF30,FrequencyApp30,FreqGamePlay30,FrequencyLF90,FrequencyApp90,FreqGamePlay90,FrequencyLF180,FrequencyApp180,FreqGamePlay180,FrequencyLF360,FrequencyApp360,FreqGamePlay360,TotalRevenueGenerated,Revenue7,Revenue30,Revenue90,Revenue180,Revenue360,TotalTimeGamePlay,TotalTimeGamePlay7,TotalTimeGamePlay30,TotalTimeGamePlay90,TotalTimeGamePlay180,TotalTimeGamePlay360,NumGamesBought,NumGamesPlayed,NumGamesPlayed7,NumGamesPlayed30,NumGamesPlayed90,NumGamesPlayed180,NumGamesPlayed360,RecencyApp,RecencyApp7,RecencyApp30,RecencyApp90,RecencyApp180,RecencyApp360,RecencyLF,RecencyLF7,RecencyLF30,RecencyLF90,RecencyLF180,RecencyLF360,Recencydown,Recencydown7,Recencydown30,Recencydown90,Recencydown180,Recencydown360,maxRecencyCum,minRecencyCum,maxRecencyCum7,minRecencyCum7,maxRecencyCum30,minRecencyCum30,maxRecencyCum90,minRecencyCum90,maxRecencyCum180,minRecencyCum180,maxRecencyCum360,minRecencyCum360,FavSourceBin,FavChannelBin,FavChannel7Bin,FavSource7Bin,FavChannel30Bin,FavSource30Bin,FavChannel90Bin,FavSource90Bin,FavChannel180Bin,FavSource180Bin,FavChannel360Bin,FavSource360Bin,FavGameBin,FavGame7Bin,FavGame30Bin,FavGame90Bin,FavGame180Bin,FavGame360Bin,StrengthOfFavoriteGame,TenureDays
NumGamesPlayed7,NA,0.002884118,0.017328602,0.084066972,0.048714285,0.043669902,0.089113025,0.230855784,0.194894928,0.191182586,0.190777268,0.134735982,0.017016162,0.089660975,0.174669348,0.027802251,0.209769452,0.515161448,0.021212407,0.188665438,0.296385024,0.018278523,0.191416121,0.274580878,0.014058791,0.190980265,0.246300573,0.013381042,0.13936444,0.222396484,0.071880316,0.186992967,0.158920682,0.152092359,0.158284075,0.084377742,0.040451114,0.031540792,0.037922061,0.038090211,0.046296437,0.046880939,0.089660975,0.353237619,1,0.729165758,0.568633181,0.495191674,0.411742429,0.087607483,0.220275384,0.236721362,0.20881736,0.193960181,0.166765549,0.043559767,0.040763074,0.048627254,0.050822632,0.04734069,0.047971837,0.019645808,0.1056707,0.095333216,0.085452616,0.082427083,0.057697777,0.107066968,0.011395978,0.220534406,0.210995091,0.232329593,0.226879404,0.20987265,0.200785372,0.194361392,0.184481115,0.166633512,0.1093506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.045691393
NumGamesPlayed30,0.036243409,0.004782897,0.038990632,0.13594105,0.078960566,0.07042673,0.161052954,0.268499249,0.362632321,0.359274269,0.353390397,0.249340407,0.043350879,0.155084653,0.300830541,0.047055328,0.25006475,0.37208161,0.071710042,0.346105036,0.474119597,0.068051968,0.353017041,0.440063177,0.063837168,0.346724708,0.399247689,0.041206764,0.249732155,0.373784539,0.13113902,0.226950352,0.310958035,0.301034941,0.306655884,0.157767822,0.062747882,0.021843872,0.052998205,0.055482825,0.070800969,0.070616846,0.155084653,0.551427137,0.729165758,1,0.826390063,0.738945028,0.638283969,0.138446712,0.240077679,0.303367613,0.321101677,0.303736749,0.267823001,0.087456139,0.053095961,0.083901539,0.101221573,0.099953024,0.097953185,0.024074263,0.122203565,0.142168844,0.142631654,0.141596394,0.10841696,0.178283299,0.018895388,0.245544459,0.236259096,0.313922824,0.294107266,0.327109979,0.309959594,0.313565226,0.292913506,0.27661187,0.179300113,0.055973386,-0.031450205,NA,NA,NA,NA,NA,NA,NA,NA,-0.166458217,-0.255121764,0.325261623,NA,-0.065250183,0.03697723,0.095850906,0.198300434,0.212178862,-0.093320649
NumGamesPlayed90,0.054845463,0.007331384,0.054087604,0.167426343,0.100221256,0.083715325,0.210861355,0.274367284,0.37596164,0.4663922,0.456667436,0.321674457,0.061697344,0.198099852,0.410277632,0.062202554,0.255408919,0.293497131,0.097786161,0.35255131,0.402906784,0.105072465,0.452658693,0.597650749,0.100207794,0.442357738,0.544157434,0.06097821,0.317002553,0.511560716,0.173462187,0.238443794,0.329797029,0.399074291,0.401710535,0.206456562,0.087919524,0.016498899,0.045326808,0.077779769,0.097945162,0.095826608,0.198099852,0.695260438,0.568633181,0.826390063,1,0.9125249,0.802086349,0.158224345,0.23869791,0.297568453,0.321051147,0.337705941,0.31098356,0.109162072,0.066888615,0.100744292,0.123653433,0.128825715,0.120800356,0.024559322,0.127223011,0.151964324,0.156874047,0.156777459,0.120232152,0.20931059,0.015001608,0.248194461,0.240744951,0.317173206,0.298285241,0.345131979,0.311859976,0.35600485,0.327555271,0.323523951,0.207283474,0.07094667,-0.042338977,NA,NA,NA,NA,NA,NA,NA,NA,-0.192021076,-0.329749363,0.388330181,NA,-0.081204323,0.074280257,0.141079406,0.260620659,0.255366417,-0.113788888
NumGamesPlayed180,0.060930705,0.010065379,0.055669144,0.178072007,0.113387018,0.082130083,0.238608351,0.256691563,0.359123896,0.449219588,0.495466486,0.357644854,0.069299513,0.224204179,0.476056508,0.053918555,0.23897426,0.261139335,0.083887444,0.339011821,0.369161127,0.104978096,0.434497932,0.556282168,0.10737426,0.480902723,0.636765416,0.068560426,0.352791947,0.593659341,0.196279461,0.221031646,0.312119906,0.385262209,0.437413601,0.230337782,0.098171602,0.014185733,0.040405845,0.070464992,0.108929094,0.106906567,0.224204179,0.773871784,0.495191674,0.738945028,0.9125249,1,0.890618091,0.148881281,0.224997854,0.2832366,0.307653325,0.30664543,0.309883111,0.117135457,0.059353746,0.09467993,0.120464082,0.129685895,0.129578997,0.018429219,0.122908288,0.146384163,0.153085272,0.153443278,0.11469241,0.204621693,0.005982275,0.234245033,0.227400715,0.302470477,0.285431304,0.333007866,0.301809017,0.334962403,0.297249389,0.324953444,0.209673087,0.078453462,-0.045369838,NA,NA,NA,NA,NA,NA,NA,NA,-0.208995643,-0.358561515,0.441958959,NA,-0.085708817,0.059595997,0.176981604,0.31153902,0.279977129,-0.120804536
NumGamesPlayed360,0.076921705,0.011480284,0.063977054,0.209085525,0.131990314,0.097597955,0.289140993,0.232189528,0.330687014,0.417103841,0.466269359,0.419027796,0.076424621,0.272035585,0.546072462,0.044410248,0.215075226,0.214312309,0.076262709,0.314275217,0.318311868,0.098065968,0.404390103,0.493219736,0.102506087,0.45252646,0.573022281,0.075235427,0.415033323,0.683139659,0.23127713,0.19909954,0.287816446,0.356059855,0.409943383,0.264503731,0.1157281,0.010985332,0.034224802,0.061690539,0.097021513,0.127452147,0.272035585,0.876623437,0.411742429,0.638283969,0.802086349,0.890618091,1,0.123646608,0.207010136,0.264372348,0.291899148,0.292903377,0.272440431,0.121327829,0.048351454,0.089846215,0.115933156,0.123457896,0.128194533,0.026615818,0.108588851,0.13293183,0.139984813,0.140531293,0.098460696,0.184616842,-0.006189117,0.214187499,0.209022514,0.281862536,0.266033183,0.314399607,0.288260547,0.319350254,0.286103541,0.294096484,0.167754987,0.088271468,-0.055374011,NA,NA,NA,NA,NA,NA,NA,NA,-0.244450651,-0.417129205,0.490781777,-0.150487982,-0.088007909,0.048227685,0.145864467,0.342812198,0.308437807,-0.120316709
RecencyApp,-0.086764682,0.013861024,0.010802727,0.041697913,0.013643794,0.03235749,-0.169104987,0.225367544,0.260509168,0.273039519,0.262653522,0.115068556,-0.101766446,-0.133246434,-0.016007822,0.034096383,0.206425164,0.072872835,0.012603012,0.258142112,0.11276987,0.00774452,0.282586858,0.139749112,0.003649209,0.271451529,0.128918527,-0.088502906,0.161669535,0.118639705,-0.168999344,0.201656855,0.222965446,0.223453798,0.218859401,0.00416502,0.009512308,0.026638942,0.035134755,0.035866128,0.040429443,0.038420627,-0.133246434,0.000114861,0.087607483,0.138446712,0.158224345,0.148881281,0.123646608,1,0.283417633,0.393198043,0.473227369,0.542562847,0.651349735,-0.063402621,0.039965786,0.033881013,0.022838088,0.01939817,-0.006848706,0.017966702,0.15983631,0.198573038,0.204248725,0.203953251,0.170563066,0.795789592,0.530092696,0.287799755,0.287071407,0.379158832,0.379541325,0.437214152,0.435637819,0.484861811,0.494252251,0.563570042,0.434980959,-0.375204978,-0.764699294,NA,-0.328781032,NA,-0.402246477,NA,-0.480659327,NA,-0.530544476,-0.425702547,-0.55749574,-0.012042495,-0.1833334,-0.186205675,-0.178295791,-0.151039858,-0.081502565,0.002038526,-0.004594493
RecencyApp7,-0.018304574,0.009883969,0.023475846,0.070293197,0.028279324,0.049179067,0.123283362,0.684408456,0.510539012,0.425918902,0.381039715,0.240896574,0.001116802,0.126084328,0.114801123,0.038473573,0.643932296,0.142935222,0.021734996,0.508475993,0.123746227,0.01725121,0.43598422,0.148188512,0.014832479,0.386591904,0.148892872,0.004887111,0.253344017,0.163326151,0.09216972,0.598059599,0.44080455,0.350841293,0.322619137,0.139301254,0.049452522,0.013035338,0.020822866,0.045543653,0.05269084,0.061477932,0.126084328,0.166729797,0.220275384,0.240077679,0.23869791,0.224997854,0.207010136,0.283417633,1,0.782011356,0.640104449,0.559953101,0.452014419,0.021944234,0.051239231,0.0574479,0.04944303,0.043959933,0.035325104,0.01077593,0.330757911,0.291650535,0.265018304,0.25658483,0.220327179,0.281870591,0.099679992,0.843119536,0.843889008,0.688616753,0.688099781,0.580085942,0.577464552,0.515959647,0.513068694,0.431408703,0.332079539,0.044271585,-0.239910903,NA,NA,NA,NA,NA,-0.536297532,NA,-0.512298739,-0.266380903,-0.462306775,0.087035868,-0.240680139,-0.16277529,-0.094357077,-0.053278449,0.008048812,0.073658324,-0.036490448
RecencyApp30,-0.030556198,0.015776342,0.028891102,0.095145089,0.041878527,0.062904056,0.142190137,0.642664586,0.612209552,0.513885434,0.463496442,0.294813124,0.003280638,0.147302011,0.141607381,0.026608684,0.61045708,0.167047516,0.032210164,0.61214768,0.177466092,0.025414977,0.529178436,0.199096151,0.021918542,0.474898231,0.195557756,0.007348372,0.313148704,0.205703148,0.104554985,0.553008962,0.517613852,0.414662019,0.385835676,0.168282859,0.072760896,0.033073157,0.045054458,0.062550533,0.071871905,0.091476374,0.147302011,0.211850486,0.236721362,0.303367613,0.297568453,0.2832366,0.264372348,0.393198043,0.782011356,1,0.860313773,0.754858624,0.612435522,0.030725346,0.04033068,0.067581023,0.064607411,0.059204469,0.04852224,0.024483317,0.306438418,0.340114076,0.328920239,0.323629522,0.281660179,0.392925006,0.131527435,0.69743534,0.689513885,0.868302121,0.87933809,0.768898589,0.774892598,0.688913372,0.691228446,0.580588201,0.459206748,0.06332464,-0.292306666,NA,NA,NA,NA,NA,NA,NA,NA,-0.340792278,-0.536926567,0.109804555,-0.279422995,-0.258108341,-0.169903357,-0.11094835,-0.007539785,0.088553789,-0.048920082
RecencyApp90,-0.040135494,0.012300381,0.034492615,0.110555953,0.054262168,0.067397534,0.136792903,0.525499269,0.62069378,0.538112252,0.4885679,0.311006803,0.006910886,0.141758679,0.170543678,0.031459449,0.494362891,0.148242276,0.046138059,0.614663732,0.201115741,0.042235664,0.549468001,0.237114435,0.036736701,0.497985518,0.228347674,0.0119781,0.328875447,0.244447075,0.10072747,0.451533257,0.524719603,0.43396779,0.406388711,0.176506983,0.065618108,0.011367533,0.026720874,0.046431666,0.056150557,0.081857101,0.141758679,0.235552163,0.20881736,0.321101677,0.321051147,0.307653325,0.291899148,0.473227369,0.640104449,0.860313773,1,0.889264401,0.723665224,0.043786942,0.046857895,0.079817998,0.082354146,0.077462044,0.064580849,0.028495638,0.281054213,0.338459627,0.346131342,0.345169673,0.302916632,0.478915836,0.147578857,0.596957872,0.592353124,0.783436991,0.775410119,0.877342886,0.900116955,0.805174744,0.813958765,0.683958251,0.535337828,0.069169387,-0.329121439,NA,NA,NA,NA,NA,NA,NA,NA,-0.394156608,-0.591559717,0.11628477,-0.285983249,-0.286058283,-0.229474827,-0.159288144,-0.027455304,0.100352103,-0.065864991
RecencyApp180,-0.034221499,0.011470477,0.036506647,0.121375448,0.061401633,0.072133279,0.123366164,0.462870347,0.557493022,0.570574249,0.498796877,0.315511482,0.005270019,0.127871926,0.1739179,0.039255805,0.434833785,0.14152274,0.047234631,0.549662503,0.196147322,0.056302538,0.576713366,0.266336466,0.052012084,0.500879396,0.240244289,0.01236615,0.33226282,0.255556393,0.090146221,0.399887482,0.471996111,0.468083021,0.417828644,0.177183504,0.064860349,0.020564031,0.036256712,0.054745165,0.062448592,0.081647577,0.127871926,0.232339349,0.193960181,0.303736749,0.337705941,0.30664543,0.292903377,0.542562847,0.559953101,0.754858624,0.889264401,1,0.807688376,0.052800662,0.055104206,0.085366921,0.092179442,0.09244067,0.077679326,0.02602196,0.27436392,0.333821354,0.342715077,0.34207019,0.295753397,0.548062144,0.169509283,0.54046592,0.535056085,0.71042985,0.701122084,0.811244102,0.80804791,0.88929031,0.915514565,0.755139101,0.595590045,0.063740651,-0.354193303,NA,NA,NA,NA,NA,NA,NA,NA,-0.444513185,-0.626132852,0.113770291,-0.279184823,-0.278423177,-0.239613349,-0.199069173,-0.053925979,0.098792071,-0.079545675
RecencyApp360,-0.05470303,0.015583108,0.033207528,0.111287091,0.052618812,0.069879334,0.061354814,0.365734497,0.448311217,0.484933999,0.482928877,0.231666649,-0.005012648,0.06638592,0.164445879,0.035187998,0.341543167,0.122750359,0.03653421,0.437338517,0.182026794,0.047498397,0.486579698,0.250429624,0.04338349,0.484823962,0.254065065,4.22E-05,0.24324328,0.242874381,0.046260864,0.316326641,0.380690519,0.399982928,0.408661009,0.128679728,0.053302334,0.024573486,0.03890876,0.057671931,0.06934915,0.067995775,0.06638592,0.215215697,0.166765549,0.267823001,0.31098356,0.309883111,0.272440431,0.651349735,0.452014419,0.612435522,0.723665224,0.807688376,1,0.03274081,0.049950911,0.063223288,0.064798786,0.065946894,0.057009032,0.016996808,0.243229316,0.298900599,0.307904753,0.307565423,0.286220209,0.643315726,0.186066178,0.452982458,0.449685315,0.594869367,0.589539166,0.680231465,0.673101813,0.743307572,0.745904622,0.896400407,0.737477124,0.036685064,-0.376704821,NA,NA,NA,NA,NA,NA,NA,NA,-0.50354945,-0.662878287,0.103632216,-0.254748641,-0.257500775,-0.22777949,-0.177164707,-0.074293585,0.096185771,-0.059200477
RecencyLF,0.632750373,0.00579609,0.023779553,0.052357858,0.019664514,0.03805401,0.193799796,0.089707255,0.190661305,0.239301909,0.233403486,0.319331644,0.624022541,-5.87E-05,0.066409118,0.227999243,0.042008372,0.032234659,0.39444255,0.06525049,0.047033406,0.504581359,0.096040967,0.073447542,0.546685805,0.099320261,0.081975128,0.630064313,0.06871202,0.092354449,0.455077838,0.127606402,0.258174601,0.330218086,0.324678432,0.531891646,0.017710347,0.000279602,0.00385255,0.009664898,0.014099599,0.023294502,-5.87E-05,0.105075076,0.043559767,0.087456139,0.109162072,0.117135457,0.121327829,-0.063402621,0.021944234,0.030725346,0.043786942,0.052800662,0.03274081,1,0.272442158,0.474916615,0.635681085,0.705988421,0.875312764,-0.006940025,0.030193732,0.049688296,0.060063291,0.062037893,0.053758993,0.379872338,0.059526256,0.066885489,0.059646544,0.112327288,0.091144177,0.165230972,0.136291399,0.196352863,0.16482291,0.265002192,0.123108094,0.259230914,NA,-0.043797257,-0.051210047,-0.057352681,-0.070106475,-0.059564489,-0.085222443,-0.06362401,-0.08806828,0.012160761,-0.010627473,0.112518644,-0.012993591,-0.011008143,0.023070386,0.038724946,0.06903187,0.071373209,-0.871603064
RecencyLF7,0.139613968,0.003077489,0.000850059,0.0094231,0.010839913,-0.000575547,0.041387509,0.212230482,0.158859886,0.130479362,0.108076076,0.068641828,0.083638904,0.015322497,0.01741921,0.77258177,0.046321316,0.019672102,0.318061697,0.046069116,0.0187423,0.232954108,0.059741084,0.038547436,0.209761128,0.052830632,0.035855424,0.09170515,0.031690313,0.034308775,0.05281359,0.354183691,0.240917575,0.171837938,0.142333143,0.067762644,0.005795356,0.001281543,0.005780383,0.007595894,0.009128891,0.00850398,0.015322497,0.032465273,0.040763074,0.053095961,0.066888615,0.059353746,0.048351454,0.039965786,0.051239231,0.04033068,0.046857895,0.055104206,0.049950911,0.272442158,1,0.762414118,0.538155347,0.443663618,0.333075882,0.011844069,0.028084471,0.035612721,0.036362223,0.036247833,0.035780565,0.14936921,0.01495885,0.176998834,0.157608481,0.157503901,0.137239882,0.13889014,0.11907042,0.127773234,0.110595706,0.111108621,0.073901311,0.036229746,0.035380706,-0.050844176,-0.050576302,-0.037893259,-0.045410103,-0.038393752,-0.049866324,-0.036846261,-0.053565711,-0.012510454,-0.034611964,0.024225564,-0.036188983,-0.021130859,-0.009135269,0.005108964,0.017297355,0.016368989,-0.326923085
RecencyLF30,0.271237718,0.000127803,0.002690671,0.02566827,0.014048425,0.014173318,0.085724588,0.200871031,0.289314559,0.234591427,0.198358563,0.135724339,0.169016322,0.036525339,0.051619284,0.644782867,0.061915395,0.02449754,0.623013948,0.086031377,0.037395292,0.469141925,0.099075472,0.064544722,0.425776824,0.092662063,0.066606886,0.185512785,0.06564838,0.071166799,0.107502743,0.316718622,0.41091196,0.295254015,0.251286121,0.129142994,0.050541896,0.001421351,0.008219505,0.010498315,0.013903512,0.064182945,0.036525339,0.07223067,0.048627254,0.083901539,0.100744292,0.09467993,0.089846215,0.033881013,0.0574479,0.067581023,0.079817998,0.085366921,0.063223288,0.474916615,0.762414118,1,0.855028248,0.742190532,0.581116595,0.000529486,0.046106226,0.062180907,0.068729161,0.069728066,0.06263818,0.254633393,0.02394792,0.159669647,0.1424575,0.214010982,0.179059549,0.224280354,0.191913878,0.21558495,0.184939039,0.193597211,0.113942491,0.056530782,0.069384589,-0.064888287,-0.069974303,-0.070132472,-0.082279198,-0.07090776,-0.086782229,-0.067288877,-0.089478463,-0.028570512,-0.056381271,0.042450685,-0.041960174,-0.029199063,-0.005035616,0.003104255,0.024995318,0.023874076,-0.567908453
RecencyLF90,0.3180959,-0.00266586,0.005760942,0.035867869,0.013270855,0.026272741,0.12306751,0.165514623,0.315197342,0.319559605,0.273810533,0.193401917,0.243030813,0.051341554,0.067949266,0.459646422,0.06559182,0.028662759,0.677518598,0.095849739,0.047057639,0.673121561,0.12556925,0.075027565,0.613060209,0.120750179,0.079159036,0.263023697,0.093190356,0.089439556,0.151666026,0.243954366,0.433087989,0.420622803,0.360237004,0.183167844,0.048179976,0.001441386,0.00796933,0.014102466,0.018283391,0.060272131,0.051341554,0.096980831,0.050822632,0.101221573,0.123653433,0.120464082,0.115933156,0.022838088,0.04944303,0.064607411,0.082354146,0.092179442,0.064798786,0.635681085,0.538155347,0.855028248,1,0.947590971,0.781912403,0.004909997,0.049734343,0.070319959,0.084446475,0.087113689,0.07410976,0.335870328,0.033499282,0.130019699,0.11721965,0.198998863,0.161328211,0.263033404,0.225406941,0.275293746,0.236965843,0.256666284,0.150053819,0.081392934,0.104571788,-0.069853331,-0.074567243,-0.084183152,-0.09413448,-0.085552272,-0.105466212,-0.08477429,-0.108285063,-0.034284105,-0.064758185,0.056586659,-0.038071939,-0.037140383,-0.002209873,0.010319534,0.037083596,0.03892711,-0.752366885
RecencyLF180,0.331726358,-0.002918844,0.008884539,0.038306954,0.01668388,0.025506281,0.137891722,0.144743698,0.291298002,0.342716217,0.310112468,0.219780099,0.290552936,0.051554657,0.074384195,0.37992666,0.062974725,0.031839269,0.618290188,0.092623315,0.049116109,0.737336891,0.131578431,0.084233291,0.723752784,0.130535108,0.089112385,0.312314826,0.100920973,0.097553749,0.178067792,0.208319669,0.394526677,0.464929358,0.421643487,0.216306698,0.044669511,0.001376871,0.007691774,0.014653182,0.019058619,0.055273213,0.051554657,0.105577136,0.04734069,0.099953024,0.128825715,0.129685895,0.123457896,0.01939817,0.043959933,0.059204469,0.077462044,0.09244067,0.065946894,0.705988421,0.443663618,0.742190532,0.947590971,1,0.864674296,0.004752927,0.050762158,0.073355285,0.087210285,0.089791022,0.07689113,0.367823358,0.037320355,0.116559166,0.105941397,0.182264295,0.149118534,0.254791206,0.21433526,0.291727084,0.250239725,0.282786898,0.164196623,0.095630937,0.122963753,-0.068957913,-0.073233426,-0.083858188,-0.093614974,-0.088830758,-0.109963917,-0.09255767,-0.116566987,-0.036010437,-0.06809496,0.06455067,-0.036299258,-0.038228729,-0.003378906,0.011419008,0.04171117,0.04708474,-0.825375929
RecencyLF360,0.575634663,0.0012764,0.01491479,0.040348568,0.017929251,0.026503459,0.149407384,0.113070442,0.241947881,0.301441653,0.289744359,0.253579303,0.39107075,0.031453969,0.071947068,0.26872788,0.056608832,0.034334228,0.496059758,0.087731818,0.04685981,0.633241985,0.122975461,0.07819109,0.673829679,0.125391513,0.086108904,0.417783601,0.093016175,0.095398472,0.262249879,0.156868579,0.321395301,0.409066725,0.395722359,0.320667717,0.016891444,0.001064274,0.00436712,0.011467615,0.016205099,0.020833558,0.031453969,0.107863234,0.047971837,0.097953185,0.120800356,0.129578997,0.128194533,-0.006848706,0.035325104,0.04852224,0.064580849,0.077679326,0.057009032,0.875312764,0.333075882,0.581116595,0.781912403,0.864674296,1,0.002663606,0.045131149,0.070201404,0.083251458,0.085673366,0.072674676,0.42024702,0.051614264,0.09276841,0.083869999,0.149606997,0.123764086,0.214054442,0.178283408,0.25413512,0.21469846,0.31741725,0.177017734,0.152907171,0.213992595,-0.061113119,-0.06626973,-0.07510779,-0.086721719,-0.079373239,-0.103266989,-0.085745147,-0.10980657,-0.020213104,-0.050016396,0.0843994,-0.02637907,-0.027955567,0.002917252,0.02075946,0.052218172,0.058378903,-0.948411451
Recencydown,-0.003238532,-0.003016111,-0.009539669,-0.004751294,-0.012039252,0.006974992,0.020310552,0.034516279,0.051533957,0.04947208,0.037144255,0.040803855,-0.020630846,0.025309659,0.018921589,0.012313639,0.028288953,0.011421471,0.010590054,0.046011378,0.007393944,0.008393342,0.048790278,0.00996941,0.002368081,0.037350244,0.00595779,-0.017962552,0.050282933,0.015836545,0.003979035,0.047507061,0.058935103,0.052019111,0.0380449,0.012001058,0.00669424,-0.002161184,-0.002166883,0.000496534,0.00297008,0.004693545,0.025309659,0.028909939,0.019645808,0.024074263,0.024559322,0.018429219,0.026615818,0.017966702,0.01077593,0.024483317,0.028495638,0.02602196,0.016996808,-0.006940025,0.011844069,0.000529486,0.004909997,0.004752927,0.002663606,1,0.083191798,0.135263462,0.1429986,0.143682417,0.155747109,0.123505717,-0.005997598,0.03829899,0.034210647,0.064212444,0.054267922,0.063437335,0.045271401,0.055859948,0.040119351,0.047002048,-0.009338115,-0.039422572,-0.087983483,-0.032639453,-0.028797393,-0.046065844,-0.043238021,-0.044217623,-0.043569629,-0.026890206,-0.030481814,-0.063844141,-0.074197514,0.000798337,-0.028353057,-0.016815077,-0.010759865,-0.013566319,-0.013216669,0.014468909,-0.000653917
Recencydown7,-0.031420052,-0.002460625,0.020882887,0.06944587,0.025466194,0.051100326,0.071560092,0.289946373,0.269436268,0.250666267,0.234771266,0.148115531,-0.004588557,0.075069437,0.056380785,0.0215719,0.276460277,0.083103206,0.026173598,0.268148186,0.067752182,0.023239911,0.25685148,0.08966803,0.022628391,0.238930301,0.085927741,-0.002044063,0.159671288,0.085087993,0.05162466,0.263322596,0.242501864,0.213625265,0.206383997,0.083830607,0.055620657,0.030847816,0.034172488,0.056988886,0.061683913,0.056981781,0.075069437,0.08846847,0.1056707,0.122203565,0.127223011,0.122908288,0.108588851,0.15983631,0.330757911,0.306438418,0.281054213,0.27436392,0.243229316,0.030193732,0.028084471,0.046106226,0.049734343,0.050762158,0.045131149,0.083191798,1,0.882164239,0.797524265,0.771080856,0.634507371,0.178389965,0.051315072,0.681117009,0.647052749,0.572233904,0.504117376,0.499536692,0.409301224,0.458227582,0.363018804,0.373891351,0.268362745,0.038590213,-0.027826178,NA,-0.241378599,-0.221900874,-0.247838164,-0.21419167,-0.255165884,-0.207113779,-0.264279185,-0.137397575,-0.219809403,0.033756834,-0.158217567,-0.111316848,-0.083273753,-0.057341064,-0.0199132,0.02971429,-0.045764202
Recencydown30,-0.033152061,0.000769384,0.022737793,0.082359651,0.031301941,0.059483864,0.088302288,0.275684016,0.318299826,0.303001523,0.283005104,0.182564168,-0.001155486,0.09162432,0.071162254,0.033069983,0.261549554,0.077194909,0.04420129,0.312814155,0.08853442,0.040035831,0.30554426,0.110984402,0.038926927,0.284091187,0.103704615,0.00244628,0.194535954,0.105095012,0.065090396,0.256300764,0.290526074,0.260775892,0.250820156,0.104364246,0.065906502,0.037558009,0.042725316,0.059019204,0.065270153,0.071083369,0.09162432,0.107546175,0.095333216,0.142168844,0.151964324,0.146384163,0.13293183,0.198573038,0.291650535,0.340114076,0.338459627,0.333821354,0.298900599,0.049688296,0.035612721,0.062180907,0.070319959,0.073355285,0.070201404,0.135263462,0.882164239,1,0.972524098,0.958211975,0.800518093,0.231963678,0.072768687,0.603145495,0.572727214,0.64757719,0.574842014,0.608371517,0.500630952,0.568866102,0.453097712,0.470544571,0.340661267,0.049435819,-0.028432759,NA,-0.253936276,NA,-0.302231341,-0.269760692,-0.314377246,-0.255699562,-0.321114427,-0.163338832,-0.26206014,0.041819423,-0.167909431,-0.157303534,-0.118298173,-0.086629801,-0.030784353,0.038182163,-0.071883501
Recencydown90,-0.029249552,0.003128357,0.023927307,0.088205106,0.035945393,0.061242938,0.096951711,0.253308056,0.330469124,0.318892289,0.2999038,0.197328873,0.001633176,0.099150113,0.077274252,0.038273512,0.238925982,0.068792357,0.056495599,0.320683597,0.09626054,0.050901791,0.318170851,0.118421348,0.048864907,0.298016406,0.11042735,0.005809359,0.20841504,0.11354406,0.071598806,0.239159785,0.304188421,0.275544593,0.266615595,0.112950396,0.063237497,0.035250869,0.040768374,0.055444803,0.061843051,0.068791273,0.099150113,0.112374106,0.085452616,0.142631654,0.156874047,0.153085272,0.139984813,0.204248725,0.265018304,0.328920239,0.346131342,0.342715077,0.307904753,0.060063291,0.036362223,0.068729161,0.084446475,0.087210285,0.083251458,0.1429986,0.797524265,0.972524098,1,0.998479434,0.836996331,0.243919745,0.074082182,0.547608799,0.520404249,0.629994209,0.558249546,0.625145841,0.515394614,0.592429082,0.470974331,0.491758627,0.353670563,0.05552728,-0.02537857,-0.238233524,-0.249894452,-0.286274601,-0.312935364,-0.2805937,-0.326683323,-0.263409857,-0.331152796,-0.169136819,-0.269220524,0.046159337,-0.165128506,-0.16970941,-0.128133493,-0.094431171,-0.033471369,0.043596385,-0.085128958
